	asin	author	author_title	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title
930		Clive Cussler with Jack Du Brul	Clive Cussler with Jack Du Brul**THE JUNGLE	None	9781101486412	2011-04-02	0	0	20	THE JUNGLE
931		Mary Higgins Clark	Mary Higgins Clark**THE SHADOW OF YOUR SMILE	1439180989	9781439180983	2011-04-02	0	0	19	THE SHADOW OF YOUR SMILE
932		Fern Michaels	Fern Michaels**HOME FREE	1420122487	9781420122480	2011-04-02	1	0	13	HOME FREE
933		Paula McLain	Paula McLain**THE PARIS WIFE	0345521323	9780345521323	2011-04-02	4	15	12	THE PARIS WIFE
934		Michael Connelly	Michael Connelly**THE LINCOLN LAWYER	0759514712	9780759514713	2011-04-02	4	3	4	THE LINCOLN LAWYER
935		Sara Gruen	Sara Gruen**WATER FOR ELEPHANTS	None	9781616200817	2011-04-02	10	2	3	WATER FOR ELEPHANTS
936		Kerrelyn Sparks	Kerrelyn Sparks**VAMPIRE MINE	006208531X	9780062085313	2011-04-02	0	0	18	VAMPIRE MINE
937		Harlan Coben	Harlan Coben**LIVE WIRE	0525952063	9780525952060	2011-04-02	2	1	6	LIVE WIRE
938		Gena Showalter	Gena Showalter**THE DARKEST SECRET	None	9781426888878	2011-04-02	1	0	11	THE DARKEST SECRET
939		James Patterson and Neil McMahon	James Patterson and Neil McMahon**TOYS	0316097365	9780316097369	2011-04-02	3	5	7	TOYS
940		Danielle Steel	Danielle Steel**POWER PLAY	None	9780345530936	2014-04-05	0	0	18	POWER PLAY
941		Kylie Scott	Kylie Scott**PLAY	None	9781466854239	2014-04-05	0	0	20	PLAY
942		Harlan Coben	Harlan Coben**MISSING YOU	0698148630	9780698148635	2014-04-05	3	3	5	MISSING YOU
943		John Grisham	John Grisham**SYCAMORE ROW	0385537921	9780385537926	2014-04-05	23	0	13	SYCAMORE ROW
944		Brian McGilloway	Brian McGilloway**LITTLE GIRL LOST	None	9780062336583	2014-04-05	3	6	10	LITTLE GIRL LOST
945		Ted Bell	Ted Bell**WARRIORS	0062279408	9780062279408	2014-04-05	0	0	17	WARRIORS
946		Laurelin Paige	Laurelin Paige**THE FIXED TRILOGY	0991379640	9780991379644	2014-04-05	3	4	3	THE FIXED TRILOGY
947		Sue Monk Kidd	Sue Monk Kidd**THE INVENTION OF WINGS		9780698175242	2014-04-05	13	13	11	THE INVENTION OF WINGS
948		Liane Moriarty	Liane Moriarty**THE HUSBAND'S SECRET		9781101636237	2014-04-05	33	12	9	THE HUSBAND'S SECRET
949		Nora Roberts	Nora Roberts**SHADOW SPELL	None	9780698140271	2014-04-05	2	1	4	SHADOW SPELL
950		Lee Child	Lee Child**NEVER GO BACK	0440246326	9780440246329	2014-04-05	7	0	15	NEVER GO BACK
951		James Patterson and Marshall Karp	James Patterson and Marshall Karp**NYPD RED 2	0316211249	9780316211246	2014-04-05	2	2	6	NYPD RED 2
952		Christina Baker Kline	Christina Baker Kline**ORPHAN TRAIN		9780062101204	2014-04-05	11	10	8	ORPHAN TRAIN
953		J R Ward	J R Ward**THE KING		9781101602188	2014-04-05	1	0	1	THE KING
954		Nevada Barr	Nevada Barr**DESTROYER ANGEL	1466841680	9781466841680	2014-04-05	0	0	19	DESTROYER ANGEL
955		Donna Leon	Donna Leon**BY ITS COVER	0802192505	9780802192509	2014-04-05	0	0	16	BY ITS COVER
956		Mary Higgins Clark	Mary Higgins Clark**I'VE GOT YOU UNDER MY SKIN	1476749108	9781476749105	2014-04-05	1	0	2	I'VE GOT YOU UNDER MY SKIN
957		Sarah McCoy	Sarah McCoy**THE BAKER'S DAUGHTER	0307460207	9780307460202	2014-04-05	1	0	12	THE BAKER'S DAUGHTER
958		Jennifer Ashley	Jennifer Ashley**WILD WOLF	None	9781101615003	2014-04-05	1	0	14	WILD WOLF
959		Donna Tartt	Donna Tartt**THE GOLDFINCH		9780316248679	2014-04-05	24	7	7	THE GOLDFINCH
960		Janet Evanovich	Janet Evanovich**TRICKY TWENTY-TWO	0345542967	9780345542960	2015-11-28	2	1	2	TRICKY TWENTY-TWO
961		Paula Hawkins	Paula Hawkins**THE GIRL ON THE TRAIN	1594633665	9781594633669	2015-11-28	44	0	12	THE GIRL ON THE TRAIN
962		Andy Weir	Andy Weir**THE MARTIAN	0553418025	9780553418026	2015-11-28	27	8	6	THE MARTIAN
963		David Baldacci	David Baldacci**THE GUILTY	None	9781455586417	2015-11-28	2	2	3	THE GUILTY
964		Christine Feehan	Christine Feehan**WILD CAT	None	9780698197732	2015-11-28	1	0	9	WILD CAT
965		Michael Connelly	Michael Connelly**THE CROSSING	0316225894	9780316225892	2015-11-28	4	5	7	THE CROSSING
966		Nora Roberts	Nora Roberts**STARS OF FORTUNE	0425280101	9780425280102	2015-11-28	4	12	11	STARS OF FORTUNE
967		John Grisham	John Grisham**ROGUE LAWYER	0385539436	9780385539432	2015-11-28	6	3	5	ROGUE LAWYER
968		Mary Higgins Clark and Alafair Burke	Mary Higgins Clark and Alafair Burke**ALL DRESSED IN WHITE	1501108557	9781501108556	2015-11-28	2	4	15	ALL DRESSED IN WHITE
969		Stephen King	Stephen King**THE BAZAAR OF BAD DREAMS	1501111671	9781501111679	2015-11-28	4	10	8	THE BAZAAR OF BAD DREAMS
970		Nicholas Sparks	Nicholas Sparks**SEE ME	1455520616	9781455520619	2015-11-28	7	9	4	SEE ME
971		Anthony Doerr	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	1476746583	9781476746586	2015-11-28	62	14	10	ALL THE LIGHT WE CANNOT SEE
972		Clive Cussler and Graham Brown	Clive Cussler and Graham Brown**THE PHARAOH'S SECRET	0399174117	9780399174117	2015-11-28	0	0	17	THE PHARAOH'S SECRET
973		Harper Lee	Harper Lee**GO SET A WATCHMAN	0062409859	9780062409850	2015-11-28	0	0	20	GO SET A WATCHMAN
974		Kristin Hannah	Kristin Hannah**THE NIGHTINGALE	1466850604	9781466850606	2015-11-28	0	0	18	THE NIGHTINGALE
975		Nora Roberts	Nora Roberts**NIGHT MOVES	146034278X	9781460342787	2015-11-28	0	0	16	NIGHT MOVES
976		Mitch Albom	Mitch Albom**THE MAGIC STRINGS OF FRANKIE PRESTO	0062294415	9780062294418	2015-11-28	2	0	14	THE MAGIC STRINGS OF FRANKIE PRESTO
977		James Patterson	James Patterson**CROSS JUSTICE	0316407143	9780316407144	2015-11-28	1	0	1	CROSS JUSTICE
978		Isabel Allende	Isabel Allende**THE JAPANESE LOVER	1501117009	9781501117008	2015-11-28	0	0	19	THE JAPANESE LOVER
979		Philip K Dick	Philip K Dick**THE MAN IN THE HIGH CASTLE	0547601204	9780547601205	2015-11-28	1	0	13	THE MAN IN THE HIGH CASTLE
980		Lisa Gardner	Lisa Gardner**FIND HER	069840422X	9780698404229	2016-02-13	1	0	2	FIND HER
981		Jonathan Kellerman	Jonathan Kellerman**BREAKDOWN	0345541413	9780345541413	2016-02-13	2	2	7	BREAKDOWN
982		Paula Hawkins	Paula Hawkins**THE GIRL ON THE TRAIN	1594633665	9781594633669	2016-02-13	54	8	9	THE GIRL ON THE TRAIN
983		Danielle Steel	Danielle Steel**BLUE	None	9780804179652	2016-02-13	0	0	16	BLUE
984		P D James	P D James**A TASTE FOR DEATH	0307758982	9780307758989	2016-02-13	1	0	15	A TASTE FOR DEATH
985		Andy Weir	Andy Weir**THE MARTIAN	0553418025	9780553418026	2016-02-13	38	14	13	THE MARTIAN
986		Liane Moriarty	Liane Moriarty**THE LAST ANNIVERSARY	0062008676	9780062008671	2016-02-13	0	0	17	THE LAST ANNIVERSARY
987		Anthony Doerr	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	1476746583	9781476746586	2016-02-13	72	11	11	ALL THE LIGHT WE CANNOT SEE
988		Elizabeth Strout	Elizabeth Strout**MY NAME IS LUCY BARTON	0812989074	9780812989076	2016-02-13	5	6	12	MY NAME IS LUCY BARTON
989		John Grisham	John Grisham**ROGUE LAWYER	0385539444	9780385539449	2016-02-13	0	0	18	ROGUE LAWYER
990		J D Robb	J D Robb**BROTHERHOOD IN DEATH	None	9780698161481	2016-02-13	2	1	4	BROTHERHOOD IN DEATH
991		Alex Berenson	Alex Berenson**THE WOLVES	None	9780698407466	2016-02-13	1	0	10	THE WOLVES
992		James Patterson and Marshall Karp	James Patterson and Marshall Karp**NYPD RED 4	0316288721	9780316288729	2016-02-13	3	5	5	NYPD RED 4
993		Michael Punke	Michael Punke**THE REVENANT	1250072689	9781250072689	2016-02-13	7	12	14	THE REVENANT
994		Jojo Moyes	Jojo Moyes**ME BEFORE YOU		9781101606377	2016-02-13	2	3	3	ME BEFORE YOU
995		Kristin Hannah	Kristin Hannah**THE NIGHTINGALE	1466850604	9781466850606	2016-02-13	42	7	8	THE NIGHTINGALE
996		Nicholas Sparks	Nicholas Sparks**THE CHOICE	0446401315	9780446401319	2016-02-13	8	4	6	THE CHOICE
997		Harlan Coben	Harlan Coben**THE STRANGER	0451414136	9780451414137	2016-02-13	0	0	19	THE STRANGER
998		Audrey Carlan	Audrey Carlan**JANUARY	None	A00B013CVOJEG	2016-02-13	0	0	20	JANUARY
999		Pierce Brown	Pierce Brown**MORNING STAR	0345539850	9780345539854	2016-02-13	1	0	1	MORNING STAR
1000		Paula Hawkins	Paula Hawkins**THE GIRL ON THE TRAIN	0698185390	9780698185395	2015-07-04	25	2	3	THE GIRL ON THE TRAIN
1001		Kristen Ashley	Kristen Ashley**RIDE STEADY		9781455533237	2015-07-04	1	0	8	RIDE STEADY
1002		Ron Carr	Ron Carr**A NEW HOPE	1460382072	9781460382073	2015-07-04	1	0	4	A NEW HOPE
1003		Andy Weir	Andy Weir**THE MARTIAN	None	9780804139038	2015-07-04	6	6	6	THE MARTIAN
1004		Elin Hilderbrand	Elin Hilderbrand**THE RUMOR	0316334502	9780316334501	2015-07-04	3	8	7	THE RUMOR
1005		Stephen King	Stephen King**FINDERS KEEPERS	1501100130	9781501100130	2015-07-04	0	0	18	FINDERS KEEPERS
1006		Mary Higgins Clark	Mary Higgins Clark**THE MELODY LINGERS ON	1476749132	9781476749136	2015-07-04	0	0	19	THE MELODY LINGERS ON
1007		James Patterson and Howard Roughan	James Patterson and Howard Roughan**TRUTH OR DIE	0316408735	9780316408738	2015-07-04	2	3	10	TRUTH OR DIE
1008		E L James	E L James**GREY	1101946350	9781101946350	2015-07-04	3	1	1	GREY
1009		Nora Roberts	Nora Roberts**WHISKEY BEACH	None	9781101621219	2015-07-04	0	0	17	WHISKEY BEACH
1010		Susan Mallery	Susan Mallery**KISS ME	None	9781460382103	2015-07-04	1	0	11	KISS ME
1011		Jessica Knoll	Jessica Knoll**LUCKIEST GIRL ALIVE	1476789657	9781476789651	2015-07-04	8	15	13	LUCKIEST GIRL ALIVE
1012		Brad Taylor	Brad Taylor**THE INSIDER THREAT		9780698190856	2015-07-04	1	0	9	THE INSIDER THREAT
1013		Kristin Hannah	Kristin Hannah**THE NIGHTINGALE	1466850604	9781466850606	2015-07-04	22	11	12	THE NIGHTINGALE
1014		Gillian Flynn	Gillian Flynn**DARK PLACES	0307459926	9780307459923	2015-07-04	13	0	14	DARK PLACES
1015		Daniel Silva	Daniel Silva**THE ENGLISH SPY	0062320157	9780062320155	2015-07-04	1	0	2	THE ENGLISH SPY
1016		James Patterson and Michael Ledwidge	James Patterson and Michael Ledwidge**ZOO	0316097438	9780316097437	2015-07-04	0	0	20	ZOO
1017		Fern Michaels	Fern Michaels**IN PLAIN SIGHT	1420135953	9781420135954	2015-07-04	1	0	15	IN PLAIN SIGHT
1018		Anthony Doerr	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	1476746583	9781476746586	2015-07-04	42	7	5	ALL THE LIGHT WE CANNOT SEE
1019		Judy Blume	Judy Blume**IN THE UNLIKELY EVENT	1101875054	9781101875056	2015-07-04	0	0	16	IN THE UNLIKELY EVENT
1020		Katy Evans	Katy Evans**REAL	None	A00B00C9QORFW	2013-04-27	2	5	10	REAL
1021		Gillian Flynn	Gillian Flynn**GONE GIRL	0307588386	9780307588388	2013-04-27	47	8	11	GONE GIRL
1022		Nora Roberts	Nora Roberts**WHISKEY BEACH	None	9781101621219	2013-04-27	2	1	5	WHISKEY BEACH
1023		Harlan Coben	Harlan Coben**SIX YEARS	None	9781101611029	2013-04-27	6	7	12	SIX YEARS
1024		David Baldacci	David Baldacci**THE HIT	1455521280	9781455521289	2013-04-27	1	0	1	THE HIT
1025		Barbara Freethy	Barbara Freethy**DON'T SAY A WORD	None	9780983599357	2013-04-27	0	0	19	DON'T SAY A WORD
1026		Edward Rutherfurd	Edward Rutherfurd**PARIS	0385535317	9780385535311	2013-04-27	1	0	14	PARIS
1027		Jodi Picoult	Jodi Picoult**THE STORYTELLER	1439149704	9781439149706	2013-04-27	0	0	18	THE STORYTELLER
1028		Abbi Glines	Abbi Glines**TWISTED PERFECTION	0988301326	9780988301320	2013-04-27	1	0	6	TWISTED PERFECTION
1029		H M Ward	H M Ward**DAMAGED	0985547324	9780985547325	2013-04-27	3	2	4	DAMAGED
1030		Sophie Kinsella	Sophie Kinsella**WEDDING NIGHT	0812993853	9780812993851	2013-04-27	1	0	8	WEDDING NIGHT
1031		Amanda Quick	Amanda Quick**THE MYSTERY WOMAN	None	9781101621172	2013-04-27	1	0	9	THE MYSTERY WOMAN
1032		James Patterson	James Patterson**ALEX CROSS, RUN	0316097527	9780316097529	2013-04-27	0	0	16	ALEX CROSS, RUN
1033		Kate Atkinson	Kate Atkinson**LIFE AFTER LIFE	0316230804	9780316230803	2013-04-27	0	0	17	LIFE AFTER LIFE
1034		J Kenner	J Kenner**CLAIM ME	None	9780345545848	2013-04-27	1	0	2	CLAIM ME
1035		Elizabeth Strout	Elizabeth Strout**THE BURGESS BOYS	0812984617	9780812984613	2013-04-27	0	0	20	THE BURGESS BOYS
1036		Rachel Van Dyken	Rachel Van Dyken**THE BET	0989078310	9780989078313	2013-04-27	4	4	7	THE BET
1037		Mary Higgins Clark	Mary Higgins Clark**DADDY'S GONE A HUNTING	1451668961	9781451668964	2013-04-27	3	9	13	DADDY'S GONE A HUNTING
1038		Kristin Hannah	Kristin Hannah**FLY AWAY	None	9781250031808	2013-04-27	1	0	3	FLY AWAY
1039		Kathy Reichs	Kathy Reichs**BONES ARE FOREVER	1439112827	9781439112823	2013-04-27	2	0	15	BONES ARE FOREVER
1040		Gillian Flynn	Gillian Flynn**GONE GIRL	0307588386	9780307588388	2015-01-03	110	1	2	GONE GIRL
1041		E L James	E L James**FIFTY SHADES OF GREY	None	9781612130293	2015-01-03	71	0	15	FIFTY SHADES OF GREY
1042		Karina Halle	Karina Halle**THE PACT	None	9781311179036	2015-01-03	1	0	9	THE PACT
1043		Sylvia Day	Sylvia Day**CAPTIVATED BY YOU	None	9780698153462	2015-01-03	0	0	17	CAPTIVATED BY YOU
1044		Andy Weir	Andy Weir**THE MARTIAN	None	9780804139038	2015-01-03	0	0	20	THE MARTIAN
1045		Sherryl Woods	Sherryl Woods**DOGWOOD HILL	1460345797	9781460345795	2015-01-03	1	0	14	DOGWOOD HILL
1046		Tess Gerritsen	Tess Gerritsen**DIE AGAIN	0345543866	9780345543868	2015-01-03	1	0	4	DIE AGAIN
1047		Liane Moriarty	Liane Moriarty**BIG LITTLE LIES	0698138635	9780698138636	2015-01-03	17	6	3	BIG LITTLE LIES
1048		Gillian Flynn	Gillian Flynn**DARK PLACES	0307459926	9780307459923	2015-01-03	9	11	11	DARK PLACES
1049		David Baldacci	David Baldacci**THE ESCAPE	1455521272	9781455521272	2015-01-03	7	5	6	THE ESCAPE
1050		Michael Connelly	Michael Connelly**THE BURNING ROOM	0316225924	9780316225922	2015-01-03	9	8	7	THE BURNING ROOM
1051		Brad Taylor	Brad Taylor**NO FORTUNATE SON		9780698186057	2015-01-03	1	0	12	NO FORTUNATE SON
1052		James Patterson	James Patterson**HOPE TO DIE	None	9780316210942	2015-01-03	6	4	8	HOPE TO DIE
1053		Jack Higgins	Jack Higgins**RAIN ON THE DEAD	None	9780698173064	2015-01-03	0	0	19	RAIN ON THE DEAD
1054		Deborah Bladon	Deborah Bladon**GONE - PART TWO	None	9781926440125	2015-01-03	0	0	18	GONE - PART TWO
1055		W E B Griffin and William E Butterworth IV	W E B Griffin and William E Butterworth IV**THE ASSASSINATION OPTION		9780698164635	2015-01-03	1	0	13	THE ASSASSINATION OPTION
1056		Anthony Doerr	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE		9781476746609	2015-01-03	16	2	1	ALL THE LIGHT WE CANNOT SEE
1057		Fern Michaels	Fern Michaels**EYES ONLY	None	9781420135947	2015-01-03	1	0	10	EYES ONLY
1058		John Grisham	John Grisham**GRAY MOUNTAIN	0385539169	9780385539166	2015-01-03	11	3	5	GRAY MOUNTAIN
1059		Deborah Bladon	Deborah Bladon**GONE - PART THREE	None	9781926440132	2015-01-03	0	0	16	GONE - PART THREE
1060		Janet Evanovich	Janet Evanovich**TRICKY TWENTY-TWO	0345542983	9780345542984	2015-11-21	1	0	1	TRICKY TWENTY-TWO
1061		Paula Hawkins	Paula Hawkins**THE GIRL ON THE TRAIN	0698185390	9780698185395	2015-11-21	0	0	16	THE GIRL ON THE TRAIN
1062		Richard Paul Evans	Richard Paul Evans**THE MISTLETOE INN	1501119796	9781501119798	2015-11-21	1	0	11	THE MISTLETOE INN
1063		Andy Weir	Andy Weir**THE MARTIAN	0553418025	9780553418026	2015-11-21	26	5	8	THE MARTIAN
1064		Michael Connelly	Michael Connelly**THE CROSSING	0316225894	9780316225892	2015-11-21	3	2	5	THE CROSSING
1065		David Baldacci	David Baldacci**THE GUILTY	None	9781455586417	2015-11-21	1	0	2	THE GUILTY
1066		Nora Roberts	Nora Roberts**STARS OF FORTUNE	0425280101	9780425280102	2015-11-21	3	8	12	STARS OF FORTUNE
1067		John Grisham	John Grisham**ROGUE LAWYER	0385539436	9780385539432	2015-11-21	5	1	3	ROGUE LAWYER
1068		Mary Higgins Clark and Alafair Burke	Mary Higgins Clark and Alafair Burke**ALL DRESSED IN WHITE	1501108573	9781501108570	2015-11-21	1	0	4	ALL DRESSED IN WHITE
1069		Stephen King	Stephen King**THE BAZAAR OF BAD DREAMS	1501111671	9781501111679	2015-11-21	3	6	10	THE BAZAAR OF BAD DREAMS
1070		Terry Goodkind	Terry Goodkind**WARHEART	1466890401	9781466890404	2015-11-21	0	0	17	WARHEART
1071		Clive Cussler and Graham Brown	Clive Cussler and Graham Brown**THE PHARAOH'S SECRET	None	9780698191266	2015-11-21	1	0	6	THE PHARAOH'S SECRET
1072		Robert Crais	Robert Crais**THE PROMISE		9780698146280	2015-11-21	0	0	18	THE PROMISE
1073		Anthony Doerr	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	1476746583	9781476746586	2015-11-21	61	13	14	ALL THE LIGHT WE CANNOT SEE
1074		Alice Hoffman	Alice Hoffman**SEVENTH HEAVEN	1453206361	9781453206362	2015-11-21	0	0	20	SEVENTH HEAVEN
1075		Douglas Preston and Lincoln Child	Douglas Preston and Lincoln Child**CRIMSON SHORE	1455525936	9781455525935	2015-11-21	2	4	15	CRIMSON SHORE
1076		Kim van Alkemade	Kim van Alkemade**ORPHAN #8	0062338315	9780062338310	2015-11-21	1	0	13	ORPHAN #8
1077		Mitch Albom	Mitch Albom**THE MAGIC STRINGS OF FRANKIE PRESTO	0062294415	9780062294418	2015-11-21	0	0	19	THE MAGIC STRINGS OF FRANKIE PRESTO
1078		Kendall Ryan	Kendall Ryan**MONSTER ________	None	A00B014X8XL1Y	2015-11-21	1	0	7	MONSTER ________
1079		Nicholas Sparks	Nicholas Sparks**SEE ME	1455520616	9781455520619	2015-11-21	6	7	9	SEE ME
1080		Ann Patchett	Ann Patchett**COMMONWEALTH	0062491792	9780062491794	2016-09-24	2	2	5	COMMONWEALTH
1081		Carl Hiaasen	Carl Hiaasen**RAZOR GIRL	0385349742	9780385349741	2016-09-24	3	9	11	RAZOR GIRL
1082		Paula Hawkins	Paula Hawkins**THE GIRL ON THE TRAIN	1594634025	9781594634024	2016-09-24	83	1	1	THE GIRL ON THE TRAIN
1083		Lynsay Sands	Lynsay Sands**IMMORTAL NIGHTS	0062316079	9780062316073	2016-09-24	1	0	7	IMMORTAL NIGHTS
1084		Colson Whitehead	Colson Whitehead**THE UNDERGROUND RAILROAD	0385542364	9780385542364	2016-09-24	8	10	13	THE UNDERGROUND RAILROAD
1085		Ilona Andrews	Ilona Andrews**MAGIC BINDS	None	9780698136786	2016-09-24	1	0	4	MAGIC BINDS
1086		David Baldacci	David Baldacci**THE LAST MILE	1455586463	9781455586462	2016-09-24	0	0	17	THE LAST MILE
1087		Ruth Ware	Ruth Ware**THE WOMAN IN CABIN 10	1501132938	9781501132933	2016-09-24	8	11	10	THE WOMAN IN CABIN 10
1088		M L Stedman	M L Stedman**THE LIGHT BETWEEN OCEANS	1451681763	9781451681765	2016-09-24	12	4	6	THE LIGHT BETWEEN OCEANS
1089		Louise Penny	Louise Penny**A GREAT RECKONING	1250022126	9781250022127	2016-09-24	0	0	20	A GREAT RECKONING
1090		Fredrik Backman	Fredrik Backman**A MAN CALLED OVE	1476738025	9781476738024	2016-09-24	18	7	8	A MAN CALLED OVE
1091		Penelope Ward and Vi Keeland	Penelope Ward and Vi Keeland**PLAYBOY PILOT	1942215495	9781942215493	2016-09-24	0	0	18	PLAYBOY PILOT
1092		J D Robb	J D Robb**APPRENTICE IN DEATH	None	9781101987988	2016-09-24	3	6	12	APPRENTICE IN DEATH
1093		John Grisham	John Grisham**ROGUE LAWYER	0553393480	9780553393484	2016-09-24	0	0	19	ROGUE LAWYER
1094		Alan Bradley	Alan Bradley**THRICE THE BRINDED CAT HATH MEW'D	0345539982	9780345539984	2016-09-24	1	0	9	THRICE THE BRINDED CAT HATH MEW'D
1095		Harlan Coben	Harlan Coben**HOME	0698411447	9780698411449	2016-09-24	1	0	2	HOME
1096		Dan Brown	Dan Brown**INFERNO	1101972971	9781101972977	2016-09-24	29	0	15	INFERNO
1097		Karin Slaughter	Karin Slaughter**THE KEPT WOMAN	0062430238	9780062430236	2016-09-24	1	0	3	THE KEPT WOMAN
1098		Amy Tan	Amy Tan**THE BONESETTER'S DAUGHTER	None	9781101202951	2016-09-24	1	0	14	THE BONESETTER'S DAUGHTER
1099		Clive Cussler and Robin Burcell	Clive Cussler and Robin Burcell**PIRATE	0399183973	9780399183973	2016-09-24	0	0	16	PIRATE
1100		Gillian Flynn	Gillian Flynn**GONE GIRL	0307588386	9780307588388	2014-09-20	95	3	2	GONE GIRL
1101		Jonathan Tropper	Jonathan Tropper**THIS IS WHERE I LEAVE YOU	None	9781101108987	2014-09-20	2	0	13	THIS IS WHERE I LEAVE YOU
1102		Diana Gabaldon	Diana Gabaldon**DRAGONFLY IN AMBER	0440335183	9780440335184	2014-09-20	4	0	11	DRAGONFLY IN AMBER
1103		Richard Castle	Richard Castle**RAGING HEAT	1484720342	9781484720349	2014-09-20	0	0	17	RAGING HEAT
1104		Diana Gabaldon	Diana Gabaldon**OUTLANDER	0440335167	9780440335160	2014-09-20	8	6	4	OUTLANDER
1105		Liane Moriarty	Liane Moriarty**BIG LITTLE LIES	0698138635	9780698138636	2014-09-20	8	8	7	BIG LITTLE LIES
1106		J D Robb	J D Robb**FESTIVE IN DEATH	1101617276	9781101617274	2014-09-20	2	1	9	FESTIVE IN DEATH
1107		John Grisham	John Grisham**SYCAMORE ROW	0345543246	9780345543240	2014-09-20	28	13	14	SYCAMORE ROW
1108		Sarah Waters	Sarah Waters**THE PAYING GUESTS		9780698157705	2014-09-20	0	0	20	THE PAYING GUESTS
1109		Nicholas Sparks	Nicholas Sparks**THE BEST OF ME	None	9781455502547	2014-09-20	3	0	10	THE BEST OF ME
1110		Lee Child	Lee Child**PERSONAL	0804178763	9780804178761	2014-09-20	3	2	3	PERSONAL
1111		Ken Follett	Ken Follett**EDGE OF ETERNITY	0698160576	9780698160576	2014-09-20	1	0	1	EDGE OF ETERNITY
1112		Victoria Ashley	Victoria Ashley**HEMY	None	A00B00NKPJDIW	2014-09-20	0	0	18	HEMY
1113		Christina Baker Kline	Christina Baker Kline**ORPHAN TRAIN		9780062101204	2014-09-20	0	0	16	ORPHAN TRAIN
1114		Jan Karon	Jan Karon**SOMEWHERE SAFE WITH SOMEBODY GOOD	0399167447	9780399167447	2014-09-20	3	9	8	SOMEWHERE SAFE WITH SOMEBODY GOOD
1115		Anthony Doerr	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE		9781476746609	2014-09-20	0	0	19	ALL THE LIGHT WE CANNOT SEE
1116		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2014-09-20	3	5	5	THE ALCHEMIST
1117		Jonathan Kellerman and Jesse Kellerman	Jonathan Kellerman and Jesse Kellerman**THE GOLEM OF HOLLYWOOD	None	9781101597163	2014-09-20	1	0	12	THE GOLEM OF HOLLYWOOD
1118		Fern Michaels	Fern Michaels**TAKE DOWN	None	9781420134971	2014-09-20	1	0	6	TAKE DOWN
1119		James Patterson and Michael White	James Patterson and Michael White**PRIVATE DOWN UNDER	145552977X	9781455529773	2014-09-20	3	15	15	PRIVATE DOWN UNDER
1120		Gillian Flynn	Gillian Flynn**GONE GIRL	0307588386	9780307588388	2013-06-01	0	0	16	GONE GIRL
1121		Nora Roberts	Nora Roberts**WHISKEY BEACH	None	9781101621219	2013-06-01	7	8	14	WHISKEY BEACH
1122		James Patterson and Maxine Paetro	James Patterson and Maxine Paetro**12TH OF NEVER		9780316210843	2013-06-01	5	4	10	12TH OF NEVER
1123		David Baldacci	David Baldacci**THE HIT	1455521280	9781455521289	2013-06-01	6	3	3	THE HIT
1124		Dean Koontz	Dean Koontz**DEEPLY ODD	0345535693	9780345535696	2013-06-01	1	0	4	DEEPLY ODD
1125		Janet Evanovich and Lee Goldberg	Janet Evanovich and Lee Goldberg**PROS AND CONS	None	9780345549433	2013-06-01	0	0	17	PROS AND CONS
1126		Sherryl Woods	Sherryl Woods**SEA GLASS ISLAND	None	9781460313121	2013-06-01	1	0	8	SEA GLASS ISLAND
1127		Orson Scott Card	Orson Scott Card**ENDER'S GAME	142996393X	9781429963930	2013-06-01	4	10	15	ENDER'S GAME
1128		Georgia Cates	Georgia Cates**BEAUTY FROM SURRENDER	1628470356	9781628470352	2013-06-01	1	0	11	BEAUTY FROM SURRENDER
1129		Jessica Sorensen	Jessica Sorensen**THE FOREVER OF ELLA AND MICHA	None	9781455574872	2013-06-01	1	0	5	THE FOREVER OF ELLA AND MICHA
1130		Max Brooks	Max Brooks**WORLD WAR Z	0307351939	9780307351937	2013-06-01	2	14	7	WORLD WAR Z
1131		Susan Mallery	Susan Mallery**JUST ONE KISS	None	9781460313213	2013-06-01	0	0	20	JUST ONE KISS
1132		John Sandford	John Sandford**SILKEN PREY	None	9781101621196	2013-06-01	4	6	9	SILKEN PREY
1133		Charlaine Harris	Charlaine Harris**DEAD EVER AFTER	None	9781101622452	2013-06-01	0	0	19	DEAD EVER AFTER
1134		Clive Cussler and Graham Brown	Clive Cussler and Graham Brown**ZERO HOUR	None	9781101600559	2013-06-01	1	0	6	ZERO HOUR
1135		Amy Harmon	Amy Harmon**A DIFFERENT BLUE	None	A00B00C2GEJT8	2013-06-01	1	0	13	A DIFFERENT BLUE
1136		Lee Child	Lee Child**A WANTED MAN	0440246318	9780440246312	2013-06-01	0	0	18	A WANTED MAN
1137		Dan Brown	Dan Brown**INFERNO	0385537867	9780385537865	2013-06-01	3	1	1	INFERNO
1138		Christine Feehan	Christine Feehan**LEOPARD'S PREY	None	9781101623848	2013-06-01	1	0	12	LEOPARD'S PREY
