	asin	author	author_title	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title
2057		Nicholas Sparks	Nicholas Sparks**SAFE HAVEN	044654759X	9780446547598	2010-10-10	4	4	5	SAFE HAVEN
2058		Janet Evanovich	Janet Evanovich**WICKED APPETITE	0312652917	9780312652913	2010-10-10	0	0	17	WICKED APPETITE
2059		Michael Connelly	Michael Connelly**THE REVERSAL	0316069485	9780316069489	2010-10-10	1	0	1	THE REVERSAL
2060		Nicholas Sparks	Nicholas Sparks**SAFE HAVEN	044654759X	9780446547598	2010-10-17	5	5	5	SAFE HAVEN
2061		Robert B Parker	Robert B Parker**PAINTED LADIES	0399156852	9780399156854	2010-10-17	2	8	11	PAINTED LADIES
2062		Stieg Larsson	Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST	030726999X	9780307269997	2010-10-17	21	4	3	THE GIRL WHO KICKED THE HORNET’S NEST
2063		Emma Donoghue	Emma Donoghue**ROOM	0316098337	9780316098335	2010-10-17	5	15	12	ROOM
2064		Ken Follett	Ken Follett**FALL OF GIANTS	0525951652	9780525951650	2010-10-17	3	2	2	FALL OF GIANTS
2065		James Patterson and Howard Roughan	James Patterson and Howard Roughan**DON’T BLINK	0316036234	9780316036238	2010-10-17	3	7	9	DON’T BLINK
2066		Philip Roth	Philip Roth**NEMESIS	0547318359	9780547318356	2010-10-17	1	0	16	NEMESIS
2067		Jonathan Franzen	Jonathan Franzen**FREEDOM	0374158460	9780374158460	2010-10-17	7	3	6	FREEDOM
2068		R A Salvatore	R A Salvatore**GAUNTLGRYM	0786955007	9780786955008	2010-10-17	0	0	19	GAUNTLGRYM
2069		David Sedaris	David Sedaris**SQUIRREL SEEKS CHIPMUNK	0316038393	9780316038393	2010-10-17	3	6	8	SQUIRREL SEEKS CHIPMUNK
2070		John le Carré	John le Carré**OUR KIND OF TRAITOR	0670022241	9780670022243	2010-10-17	1	0	7	OUR KIND OF TRAITOR
2071		Terry McMillan	Terry McMillan**GETTING TO HAPPY	0670022047	9780670022045	2010-10-17	6	14	15	GETTING TO HAPPY
2072		Danielle Steel	Danielle Steel**LEGACY	0385343132	9780385343138	2010-10-17	0	0	17	LEGACY
2073		Michael Connelly	Michael Connelly**THE REVERSAL	0316069485	9780316069489	2010-10-17	2	1	4	THE REVERSAL
2074		Richard Castle	Richard Castle**NAKED HEAT	1401324029	9781401324025	2010-10-17	0	0	18	NAKED HEAT
2075		John Sandford	John Sandford**BAD BLOOD	0399156909	9780399156908	2010-10-17	4	11	13	BAD BLOOD
2076		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2010-10-17	81	10	10	THE HELP
2077		Vince Flynn	Vince Flynn**AMERICAN ASSASSIN	141659518X	9781416595182	2010-10-17	1	0	1	AMERICAN ASSASSIN
2078		Richard Paul Evans	Richard Paul Evans**PROMISE ME	1439150036	9781439150030	2010-10-17	2	9	14	PROMISE ME
2079		Janet Evanovich	Janet Evanovich**WICKED APPETITE	0312652917	9780312652913	2010-10-17	0	0	20	WICKED APPETITE
2080		James Patterson	James Patterson**CROSS COUNTRY	0316018724	9780316018722	2008-12-13	4	3	3	CROSS COUNTRY
2081		Glenn Beck with Kevin Balfe and Jason Wright	Glenn Beck with Kevin Balfe and Jason Wright**THE CHRISTMAS SWEATER	141659485X	9781416594857	2008-12-13	5	2	2	THE CHRISTMAS SWEATER
2082		Wally Lamb	Wally Lamb**THE HOUR I FIRST BELIEVED	0060393491	9780060393496	2008-12-13	5	7	9	THE HOUR I FIRST BELIEVED
2083		P D James	P D James**THE PRIVATE PATIENT	0307270777	9780307270771	2008-12-13	4	14	15	THE PRIVATE PATIENT
2084		Stephen King	Stephen King**JUST AFTER SUNSET	1439115303	9781439115305	2008-12-13	5	6	6	JUST AFTER SUNSET
2085		Nelson DeMille	Nelson DeMille**THE GATE HOUSE	0446533424	9780446533423	2008-12-13	7	15	14	THE GATE HOUSE
2086		Patricia Cornwell	Patricia Cornwell**SCARPETTA	0399155163	9780399155161	2008-12-13	2	1	1	SCARPETTA
2087		Nicholas Sparks	Nicholas Sparks**THE LUCKY ONE	0446579939	9780446579933	2008-12-13	11	12	8	THE LUCKY ONE
2088		Clive Cussler and Dirk Cussler	Clive Cussler and Dirk Cussler**ARCTIC DRIFT	0399155295	9780399155291	2008-12-13	3	5	7	ARCTIC DRIFT
2089		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385340990	9780385340991	2008-12-13	15	0	16	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
2090		Mary Higgins Clark and Carol Higgins Clark	Mary Higgins Clark and Carol Higgins Clark**DASHING THROUGH THE SNOW	1439129177	9781439129173	2008-12-13	0	0	18	DASHING THROUGH THE SNOW
2091		Dean Koontz	Dean Koontz**YOUR HEART BELONGS TO ME	0553807137	9780553807134	2008-12-13	3	10	13	YOUR HEART BELONGS TO ME
2092		Toni Morrison	Toni Morrison**A MERCY	0307264238	9780307264237	2008-12-13	5	13	10	A MERCY
2093		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2008-12-13	31	8	5	THE HOST
2094		David Baldacci	David Baldacci**DIVINE JUSTICE	0446195502	9780446195508	2008-12-13	6	11	11	DIVINE JUSTICE
2095		David Wroblewski	David Wroblewski**THE STORY OF EDGAR SAWTELLE	0061374229	9780061374227	2008-12-13	27	4	4	THE STORY OF EDGAR SAWTELLE
2096		Steve Berry	Steve Berry**THE CHARLEMAGNE PURSUIT	0345485793	9780345485793	2008-12-13	2	9	12	THE CHARLEMAGNE PURSUIT
2097		Vince Flynn	Vince Flynn**EXTREME MEASURES	0743270428	9780743270427	2008-12-13	0	0	17	EXTREME MEASURES
2098		Kate Jacobs	Kate Jacobs**KNIT TWO	039915583X	9780399155833	2008-12-13	0	0	20	KNIT TWO
2099		Stieg Larsson	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	0307269752	9780307269751	2008-12-13	0	0	19	THE GIRL WITH THE DRAGON TATTOO
2100		Hilary Mantel	Hilary Mantel**WOLF HALL	0805080686	9780805080681	2009-10-31	3	7	10	WOLF HALL
2101		Diana Gabaldon	Diana Gabaldon**AN ECHO IN THE BONE	0385342454	9780385342452	2009-10-31	0	0	18	AN ECHO IN THE BONE
2102		Danielle Steel	Danielle Steel**SOUTHERN LIGHTS	0739328662	9780739328668	2009-10-31	2	8	14	SOUTHERN LIGHTS
2103		Robert Jordan and Brandon Sanderson	Robert Jordan and Brandon Sanderson**THE GATHERING STORM	0765302306	9780765302304	2009-10-31	1	0	1	THE GATHERING STORM
2104		Charlaine Harris	Charlaine Harris**A TOUCH OF DEAD	0441017835	9780441017836	2009-10-31	4	12	15	A TOUCH OF DEAD
2105		Robert B Parker	Robert B Parker**THE PROFESSIONAL	0399155945	9780399155949	2009-10-31	0	0	20	THE PROFESSIONAL
2106		Nicholas Sparks	Nicholas Sparks**THE LAST SONG	044655815X	9780446558150	2009-10-31	8	10	11	THE LAST SONG
2107		Newt Gingrich, William R Forstchen and Albert S Hanser	Newt Gingrich, William R Forstchen and Albert S Hanser**TO TRY MEN'S SOULS	0312591063	9780312591069	2009-10-31	0	0	16	TO TRY MEN'S SOULS
2108		Charlaine Harris	Charlaine Harris**GRAVE SECRET	0425230155	9780425230152	2009-10-31	1	0	9	GRAVE SECRET
2109		Vince Flynn	Vince Flynn**PURSUIT OF HONOR	1416595163	9781416595168	2009-10-31	3	3	5	PURSUIT OF HONOR
2110		Michael Connelly	Michael Connelly**NINE DRAGONS	0316166316	9780316166317	2009-10-31	3	4	8	NINE DRAGONS
2111		David Baldacci	David Baldacci**TRUE BLUE	0446195510	9780446195515	2009-10-31	1	0	3	TRUE BLUE
2112		Dan Brown	Dan Brown**THE LOST SYMBOL	0385533136	9780385533133	2009-10-31	7	1	2	THE LOST SYMBOL
2113		Jeannette Walls	Jeannette Walls**HALF BROKE HORSES	1416586288	9781416586289	2009-10-31	4	9	12	HALF BROKE HORSES
2114		John Irving	John Irving**LAST NIGHT IN TWISTED RIVER	1400063841	9781400063840	2009-10-31	1	0	4	LAST NIGHT IN TWISTED RIVER
2115		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2009-10-31	31	5	7	THE HELP
2116		Anne Rice	Anne Rice**ANGEL TIME	1400043530	9781400043538	2009-10-31	1	0	13	ANGEL TIME
2117		Iris Johansen	Iris Johansen**BLOOD GAME	0312368127	9780312368128	2009-10-31	0	0	19	BLOOD GAME
2118		Richard Castle	Richard Castle**HEAT WAVE	1401394760	9781401394769	2009-10-31	0	0	17	HEAT WAVE
2119		Patricia Cornwell	Patricia Cornwell**THE SCARPETTA FACTOR	0399156399	9780399156397	2009-10-31	2	2	6	THE SCARPETTA FACTOR
2120		Christopher Moore	Christopher Moore**FOOL	0060590319	9780060590314	2009-02-14	1	0	4	FOOL
2121		James Patterson and Michael Ledwidge	James Patterson and Michael Ledwidge**RUN FOR YOUR LIFE	0316018740	9780316018746	2009-02-14	2	2	2	RUN FOR YOUR LIFE
2122		T C Boyle	T C Boyle**THE WOMEN	0670020419	9780670020416	2009-02-14	1	0	12	THE WOMEN
2123		Kristin Hannah	Kristin Hannah**TRUE COLORS	0312364105	9780312364106	2009-02-14	2	5	6	TRUE COLORS
2124		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385340990	9780385340991	2009-02-14	22	8	8	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
2125		James Patterson	James Patterson**CROSS COUNTRY	0316018724	9780316018722	2009-02-14	0	0	20	CROSS COUNTRY
2126		W E B Griffin	W E B Griffin**BLACK OPS	0399155171	9780399155178	2009-02-14	7	12	13	BLACK OPS
2127		Patricia Cornwell	Patricia Cornwell**SCARPETTA	0399155163	9780399155161	2009-02-14	11	14	15	SCARPETTA
2128		E Lynn Harris	E Lynn Harris**BASKETBALL JONES	0767926277	9780767926270	2009-02-14	0	0	19	BASKETBALL JONES
2129		Dan Simmons	Dan Simmons**DROOD	0316007021	9780316007023	2009-02-14	0	0	18	DROOD
2130		Bernard Cornwell	Bernard Cornwell**AGINCOURT	0061578916	9780061578915	2009-02-14	4	10	11	AGINCOURT
2131		Adriana Trigiani	Adriana Trigiani**VERY VALENTINE	0061257052	9780061257056	2009-02-14	2	9	10	VERY VALENTINE
2132		Patricia Briggs	Patricia Briggs**BONE CROSSED	0441016766	9780441016761	2009-02-14	2	3	5	BONE CROSSED
2133		John Grisham	John Grisham**THE ASSOCIATE	0385517831	9780385517836	2009-02-14	3	1	1	THE ASSOCIATE
2134		Charlaine Harris	Charlaine Harris**FROM DEAD TO WORSE	0441015891	9780441015894	2009-02-14	0	0	17	FROM DEAD TO WORSE
2135		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2009-02-14	40	4	3	THE HOST
2136		David Wroblewski	David Wroblewski**THE STORY OF EDGAR SAWTELLE	0061374229	9780061374227	2009-02-14	36	6	7	THE STORY OF EDGAR SAWTELLE
2137		Susan Elizabeth Phillips	Susan Elizabeth Phillips**WHAT I DID FOR LOVE	0061351504	9780061351501	2009-02-14	3	11	16	WHAT I DID FOR LOVE
2138		Janet Evanovich	Janet Evanovich**PLUM SPOOKY	142720599X	9781427205995	2009-02-14	6	7	9	PLUM SPOOKY
2139		Jack Higgins	Jack Higgins**A DARKER PLACE	0399155503	9780399155505	2009-02-14	3	13	14	A DARKER PLACE
2140		Janet Evanovich	Janet Evanovich**FINGER LICKIN’ FIFTEEN	0312383282	9780312383282	2009-07-25	5	4	7	FINGER LICKIN’ FIFTEEN
2141		J A Jance	J A Jance**FIRE AND ICE	0061239224	9780061239229	2009-07-25	1	0	8	FIRE AND ICE
2142		Charlaine Harris	Charlaine Harris**DEAD AND GONE	0441017150	9780441017157	2009-07-25	12	12	11	DEAD AND GONE
2143		Sophie Kinsella	Sophie Kinsella**TWENTIES GIRL	0385342020	9780385342025	2009-07-25	1	0	4	TWENTIES GIRL
2144		Nora Roberts	Nora Roberts**BLACK HILLS	0399155872	9780399155871	2009-07-25	3	3	6	BLACK HILLS
2145		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2009-07-25	0	0	16	THE HOST
2146		Katherine Howe	Katherine Howe**THE PHYSICK BOOK OF DELIVERANCE DANE	1401340903	9781401340902	2009-07-25	0	0	20	THE PHYSICK BOOK OF DELIVERANCE DANE
2147		James Lee Burke	James Lee Burke**RAIN GODS	1439128243	9781439128244	2009-07-25	2	6	10	RAIN GODS
2148		Iris Johansen and Roy Johansen	Iris Johansen and Roy Johansen**STORM CYCLE	0312368038	9780312368036	2009-07-25	0	0	17	STORM CYCLE
2149		Daniel Silva	Daniel Silva**THE DEFECTOR	0399155686	9780399155680	2009-07-25	1	0	1	THE DEFECTOR
2150		Brad Thor	Brad Thor**THE APOSTLE	1416586571	9781416586579	2009-07-25	4	9	12	THE APOSTLE
2151		James Rollins	James Rollins**THE DOOMSDAY KEY	0061231401	9780061231407	2009-07-25	5	7	13	THE DOOMSDAY KEY
2152		James Patterson and Maxine Paetro	James Patterson and Maxine Paetro**SWIMSUIT	0316018775	9780316018777	2009-07-25	4	2	3	SWIMSUIT
2153		Steve Martini	Steve Martini**GUARDIAN OF LIES	0061230901	9780061230905	2009-07-25	0	0	19	GUARDIAN OF LIES
2154		Jennifer Weiner	Jennifer Weiner**BEST FRIENDS FOREVER	0743294297	9780743294294	2009-07-25	2	1	2	BEST FRIENDS FOREVER
2155		Greg Iles	Greg Iles**THE DEVIL’S PUNCHBOWL	0743292510	9780743292511	2009-07-25	3	8	9	THE DEVIL’S PUNCHBOWL
2156		Elin Hilderbrand	Elin Hilderbrand**THE CASTAWAYS	0316076317	9780316076319	2009-07-25	0	0	18	THE CASTAWAYS
2157		Lisa See	Lisa See**SHANGHAI GIRLS	1400067111	9781400067114	2009-07-25	9	13	15	SHANGHAI GIRLS
2158		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2009-07-25	17	5	5	THE HELP
2159		Carlos Ruiz Zafón	Carlos Ruiz Zafón**THE ANGEL'S GAME	0385528701	9780385528702	2009-07-25	5	0	14	THE ANGEL'S GAME
2160		Stieg Larsson	Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST	030726999X	9780307269997	2010-08-15	12	1	1	THE GIRL WHO KICKED THE HORNET’S NEST
2161		Nora Roberts	Nora Roberts**THE SEARCH	0399156577	9780399156571	2010-08-15	6	9	11	THE SEARCH
2162		Gary Shteyngart	Gary Shteyngart**SUPER SAD TRUE LOVE STORY	1400066409	9781400066407	2010-08-15	3	13	16	SUPER SAD TRUE LOVE STORY
2163		Sandra Brown	Sandra Brown**TOUGH CUSTOMER	1416563105	9781416563105	2010-08-15	1	0	2	TOUGH CUSTOMER
2164		James Lee Burke	James Lee Burke**THE GLASS RAINBOW	1439128294	9781439128299	2010-08-15	5	14	15	THE GLASS RAINBOW
2165		Daniel Silva	Daniel Silva**THE REMBRANDT AFFAIR	0399156585	9780399156588	2010-08-15	4	5	8	THE REMBRANDT AFFAIR
2166		Linda Howard	Linda Howard**VEIL OF NIGHT	0345506898	9780345506894	2010-08-15	1	0	5	VEIL OF NIGHT
2167		Charlaine Harris	Charlaine Harris**DEAD IN THE FAMILY	0441018645	9780441018642	2010-08-15	0	0	19	DEAD IN THE FAMILY
2168		Nancy Grace	Nancy Grace**DEATH ON THE D-LIST	1401323138	9781401323134	2010-08-15	1	0	13	DEATH ON THE D-LIST
2169		Jennifer Weiner	Jennifer Weiner**FLY AWAY HOME	0743294270	9780743294270	2010-08-15	5	6	10	FLY AWAY HOME
2170		Philippa Gregory	Philippa Gregory**THE RED QUEEN	1416563725	9781416563723	2010-08-15	2	2	7	THE RED QUEEN
2171		Janet Evanovich	Janet Evanovich**SIZZLING SIXTEEN	0312383304	9780312383305	2010-08-15	8	10	12	SIZZLING SIXTEEN
2172		Glenn Beck	Glenn Beck**THE OVERTON WINDOW	1439184305	9781439184301	2010-08-15	0	0	17	THE OVERTON WINDOW
2173		Nelson DeMille	Nelson DeMille**THE LION	044658083X	9780446580830	2010-08-15	0	0	20	THE LION
2174		Robin Cook	Robin Cook**CURE	0399156623	9780399156625	2010-08-15	1	0	14	CURE
2175		Carl Hiaasen	Carl Hiaasen**STAR ISLAND	0307272583	9780307272584	2010-08-15	3	4	4	STAR ISLAND
2176		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2010-08-15	72	3	3	THE HELP
2177		James Patterson and Maxine Paetro	James Patterson and Maxine Paetro**PRIVATE: #1 SUSPECT	0316096156	9780316096157	2010-08-15	7	7	9	PRIVATE: #1 SUSPECT
2178		W E B Griffin and William E Butterworth IV	W E B Griffin and William E Butterworth IV**THE VIGILANTES	0399156631	9780399156632	2010-08-15	1	0	6	THE VIGILANTES
2179		Faye Kellerman	Faye Kellerman**HANGMAN	0061702560	9780061702563	2010-08-15	0	0	18	HANGMAN
2180		Stieg Larsson	Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST	030726999X	9780307269997	2010-05-30	1	0	1	THE GIRL WHO KICKED THE HORNET’S NEST
2181		Tom Rachman	Tom Rachman**THE IMPERFECTIONISTS	0385343663	9780385343664	2010-05-30	4	14	14	THE IMPERFECTIONISTS
2182		Lincoln Child and Douglas Preston	Lincoln Child and Douglas Preston**FEVER DREAM	0446554960	9780446554961	2010-05-30	3	8	11	FEVER DREAM
2183		Diana Palmer	Diana Palmer**DANGEROUS	0373774591	9780373774593	2010-05-30	1	0	13	DANGEROUS
2184		Alexander McCall Smith	Alexander McCall Smith**THE DOUBLE COMFORT SAFARI CLUB	0375424504	9780375424502	2010-05-30	0	0	19	THE DOUBLE COMFORT SAFARI CLUB
2185		John Sandford	John Sandford**STORM PREY	0399156496	9780399156496	2010-05-30	2	2	5	STORM PREY
2186		Charlaine Harris	Charlaine Harris**DEAD IN THE FAMILY	0441018645	9780441018642	2010-05-30	4	3	2	DEAD IN THE FAMILY
2187		Lee Child	Lee Child**61 HOURS	0385340583	9780385340588	2010-05-30	2	1	3	61 HOURS
2188		Stephen King	Stephen King**BLOCKADE BILLY	1451608217	9781451608212	2010-05-30	1	0	9	BLOCKADE BILLY
2189		James Patterson and Maxine Paetro	James Patterson and Maxine Paetro**THE 9TH JUDGMENT	0316036277	9780316036276	2010-05-30	5	7	10	THE 9TH JUDGMENT
2190		Isabel Allende	Isabel Allende**ISLAND BENEATH THE SEA	0061988243	9780061988240	2010-05-30	0	0	17	ISLAND BENEATH THE SEA
2191		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2010-05-30	61	4	4	THE HELP
2192		J R Ward	J R Ward**LOVER MINE	0451229851	9780451229854	2010-05-30	5	12	16	LOVER MINE
2193		Scott Turow	Scott Turow**INNOCENT	0446562424	9780446562423	2010-05-30	4	5	6	INNOCENT
2194		David Baldacci	David Baldacci**DELIVER US FROM EVIL	0446564087	9780446564083	2010-05-30	6	9	12	DELIVER US FROM EVIL
2195		Christie Golden	Christie Golden**ALLIES	0345509145	9780345509147	2010-05-30	1	0	8	ALLIES
2196		Karl Marlantes	Karl Marlantes**MATTERHORN	080211928X	9780802119285	2010-05-30	8	15	15	MATTERHORN
2197		Mary Higgins Clark	Mary Higgins Clark**THE SHADOW OF YOUR SMILE	1439172269	9781439172261	2010-05-30	0	0	18	THE SHADOW OF YOUR SMILE
2198		Jodi Picoult	Jodi Picoult**HOUSE RULES	0743296435	9780743296434	2010-05-30	0	0	20	HOUSE RULES
2199		Emily Giffin	Emily Giffin**HEART OF THE MATTER	0312554168	9780312554163	2010-05-30	3	6	7	HEART OF THE MATTER
2200		Douglas Preston	Douglas Preston**IMPACT	0765317680	9780765317681	2010-01-31	4	11	13	IMPACT
2201		Stieg Larsson	Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE	0307269981	9780307269980	2010-01-31	16	12	9	THE GIRL WHO PLAYED WITH FIRE
2202		Stephen Hunter	Stephen Hunter**I, SNIPER	1416565159	9781416565154	2010-01-31	5	14	14	I, SNIPER
2203		Kay Hooper	Kay Hooper**BLOOD TIES	0553804863	9780553804867	2010-01-31	1	0	4	BLOOD TIES
2204		Anne Tyler	Anne Tyler**NOAH’S COMPASS	0307272400	9780307272409	2010-01-31	4	13	15	NOAH’S COMPASS
2205		Jeannette Walls	Jeannette Walls**HALF BROKE HORSES	1416586288	9781416586289	2010-01-31	0	0	18	HALF BROKE HORSES
2206		Elizabeth Kostova	Elizabeth Kostova**THE SWAN THIEVES	0316065781	9780316065788	2010-01-31	3	7	6	THE SWAN THIEVES
2207		Stuart Woods	Stuart Woods**KISSER	0399156119	9780399156113	2010-01-31	2	2	3	KISSER
2208		Stephen King	Stephen King**UNDER THE DOME, PART 1	1439148503	9781439148501	2010-01-31	0	0	20	UNDER THE DOME, PART 1
2209		Leila Meacham	Leila Meacham**ROSES	0446550000	9780446550000	2010-01-31	3	9	10	ROSES
2210		Charlaine Harris	Charlaine Harris**DEAD AND GONE	0441017150	9780441017157	2010-01-31	0	0	19	DEAD AND GONE
2211		Bernard Cornwell	Bernard Cornwell**THE BURNING LAND	0060888741	9780060888749	2010-01-31	2	4	12	THE BURNING LAND
2212		Robert Crais	Robert Crais**THE FIRST RULE	0399156135	9780399156137	2010-01-31	3	5	5	THE FIRST RULE
2213		Nicholas Sparks	Nicholas Sparks**THE LAST SONG	0446547565	9780446547567	2010-01-31	21	6	8	THE LAST SONG
2214		Tami Hoag	Tami Hoag**DEEPER THAN THE DEAD	052595130X	9780525951308	2010-01-31	0	0	17	DEEPER THAN THE DEAD
2215		Jack Higgins	Jack Higgins**THE WOLF AT THE DOOR	0399156127	9780399156120	2010-01-31	2	8	11	THE WOLF AT THE DOOR
2216		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2010-01-31	44	1	1	THE HELP
2217		Dan Brown	Dan Brown**THE LOST SYMBOL	0385504225	9780385504225	2010-01-31	20	3	2	THE LOST SYMBOL
2218		Tim Dorsey	Tim Dorsey**GATOR A-GO-GO	0061432717	9780061432712	2010-01-31	1	0	16	GATOR A-GO-GO
2219		James Patterson	James Patterson**CROSS FIRE	0316018783	9780316018784	2010-01-31	11	10	7	CROSS FIRE
2220		John Grisham	John Grisham**THE ASSOCIATE	0385517831	9780385517836	2009-01-31	1	0	1	THE ASSOCIATE
2221		Wally Lamb	Wally Lamb**THE HOUR I FIRST BELIEVED	0060393491	9780060393496	2009-01-31	12	10	15	THE HOUR I FIRST BELIEVED
2222		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385340990	9780385340991	2009-01-31	20	8	9	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
2223		Janice Y K Lee	Janice Y K Lee**THE PIANO TEACHER	0670020486	9780670020485	2009-01-31	0	0	17	THE PIANO TEACHER
2224		James Patterson	James Patterson**CROSS COUNTRY	0316018724	9780316018722	2009-01-31	11	9	13	CROSS COUNTRY
2225		Richard North Patterson	Richard North Patterson**ECLIPSE	0805087729	9780805087727	2009-01-31	0	0	18	ECLIPSE
2226		E Lynn Harris	E Lynn Harris**BASKETBALL JONES	0767926277	9780767926270	2009-01-31	1	0	11	BASKETBALL JONES
2227		Patricia Cornwell	Patricia Cornwell**SCARPETTA	0399155163	9780399155161	2009-01-31	9	6	12	SCARPETTA
2228		Tim Dorsey	Tim Dorsey**NUCLEAR JELLYFISH	0061432660	9780061432668	2009-01-31	0	0	20	NUCLEAR JELLYFISH
2229		Suzanne Brockmann	Suzanne Brockmann**DARK OF NIGHT	0345501551	9780345501554	2009-01-31	1	0	6	DARK OF NIGHT
2230		Kelley Armstrong	Kelley Armstrong**MEN OF THE OTHERWORLD	0553807099	9780553807097	2009-01-31	0	0	19	MEN OF THE OTHERWORLD
2231		Bernard Cornwell	Bernard Cornwell**AGINCOURT	0061578916	9780061578915	2009-01-31	2	4	7	AGINCOURT
2232		Jack Higgins	Jack Higgins**A DARKER PLACE	0399155503	9780399155505	2009-01-31	1	0	10	A DARKER PLACE
2233		Stuart Woods	Stuart Woods**MOUNTING FEARS	0399155473	9780399155475	2009-01-31	3	7	14	MOUNTING FEARS
2234		Charlaine Harris	Charlaine Harris**FROM DEAD TO WORSE	0441015891	9780441015894	2009-01-31	6	12	16	FROM DEAD TO WORSE
2235		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2009-01-31	38	2	2	THE HOST
2236		Janet Evanovich	Janet Evanovich**PLUM SPOOKY	142720599X	9781427205995	2009-01-31	4	1	4	PLUM SPOOKY
2237		W E B Griffin	W E B Griffin**BLACK OPS	0399155171	9780399155178	2009-01-31	5	5	8	BLACK OPS
2238		David Wroblewski	David Wroblewski**THE STORY OF EDGAR SAWTELLE	0061374229	9780061374227	2009-01-31	34	3	3	THE STORY OF EDGAR SAWTELLE
2239		Susan Elizabeth Phillips	Susan Elizabeth Phillips**WHAT I DID FOR LOVE	0061351504	9780061351501	2009-01-31	1	0	5	WHAT I DID FOR LOVE
2240		Michael Connelly	Michael Connelly**THE BRASS VERDICT	0316166294	9780316166294	2008-10-25	2	1	2	THE BRASS VERDICT
2241		Philippa Gregory	Philippa Gregory**THE OTHER QUEEN	1416549129	9781416549123	2008-10-25	6	10	16	THE OTHER QUEEN
2242		Debbie Macomber	Debbie Macomber**A CEDAR COVE CHRISTMAS	0778325911	9780778325918	2008-10-25	0	0	18	A CEDAR COVE CHRISTMAS
2243		Stieg Larsson	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	0307269752	9780307269751	2008-10-25	0	0	17	THE GIRL WITH THE DRAGON TATTOO
2244		Robert B Parker	Robert B Parker**ROUGH WEATHER	0399155198	9780399155192	2008-10-25	1	0	6	ROUGH WEATHER
2245		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2008-10-25	25	11	12	THE HOST
2246		Iris Johansen	Iris Johansen**DARK SUMMER	0312368089	9780312368081	2008-10-25	1	0	10	DARK SUMMER
2247		Dennis Lehane	Dennis Lehane**THE GIVEN DAY	0688163181	9780688163181	2008-10-25	0	0	20	THE GIVEN DAY
2248		Vince Flynn	Vince Flynn**EXTREME MEASURES	0743270428	9780743270427	2008-10-25	1	0	1	EXTREME MEASURES
2249		James Luceno	James Luceno**MILLENNIUM FALCON	0345507002	9780345507006	2008-10-25	1	0	14	MILLENNIUM FALCON
2250		John le Carré	John le Carré**A MOST WANTED MAN	1416594884	9781416594888	2008-10-25	3	5	9	A MOST WANTED MAN
2251		Nicholas Sparks	Nicholas Sparks**THE LUCKY ONE	0446579939	9780446579933	2008-10-25	4	2	3	THE LUCKY ONE
2252		Gregory Maguire	Gregory Maguire**A LION AMONG MEN	0060548924	9780060548926	2008-10-25	2	4	7	A LION AMONG MEN
2253		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385340990	9780385340991	2008-10-25	12	0	15	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
2254		R A Salvatore	R A Salvatore**THE PIRATE KING	0786949643	9780786949649	2008-10-25	0	0	19	THE PIRATE KING
2255		Anita Shreve	Anita Shreve**TESTIMONY	0316059862	9780316059862	2008-10-25	1	0	8	TESTIMONY
2256		Jonathan Kellerman	Jonathan Kellerman**BONES	0345495136	9780345495136	2008-10-25	1	0	4	BONES
